WeekStr,ActionCountry,MediaGroup,TotalEvents,TotalArticles,AvgTone,AvgGoldstein,WeekStart
2025-03-24,BB,Global/Other,2,2,-0.32894736842105,-0.4,2025-03-24
2025-03-24,BD,Global/Other,1,5,-0.44642857142857,3.0,2025-03-24
2025-03-24,BE,Chinese,1,1,-1.29310344827586,-2.0,2025-03-24
2025-03-24,BE,Global/Other,1,1,-2.23735408560312,-2.0,2025-03-24
2025-03-24,BG,Global/Other,1,4,1.80722891566265,0.0,2025-03-24
2025-03-24,BX,Global/Other,6,14,-4.745518756375957,0.43333333333333335,2025-03-24
2025-03-24,CA,Global/Other,8,20,-3.5879456518096853,-0.625,2025-03-24
2025-03-24,CB,Global/Other,1,2,1.16144018583043,0.4,2025-03-24
2025-03-24,CH,Chinese,31,200,-2.4006515911108894,0.10967741935483873,2025-03-24
2025-03-24,CH,Global/Other,576,2508,-2.0307833082760203,-1.5998263888888888,2025-03-24
2025-03-24,CH,Western,23,52,-1.910545046442147,-1.173913043478261,2025-03-24
2025-03-24,CU,Global/Other,1,1,-1.25570776255708,0.0,2025-03-24
2025-03-24,CW,Global/Other,1,1,-2.36486486486486,-5.0,2025-03-24
2025-03-24,DA,Global/Other,1,2,-3.62631445485538,0.0,2025-03-24
2025-03-24,DJ,Global/Other,1,2,-0.48899755501222,3.0,2025-03-24
2025-03-24,FR,Global/Other,4,12,-2.4862151670251924,-2.65,2025-03-24
2025-03-24,GL,Global/Other,9,29,-2.026498157235011,0.0,2025-03-24
2025-03-24,GM,Global/Other,2,9,-5.932878250195695,-5.5,2025-03-24
2025-03-24,GQ,Global/Other,2,4,0.772051983947695,-4.0,2025-03-24
2025-03-24,HK,Global/Other,1,2,-2.65210608424337,-2.0,2025-03-24
2025-03-24,HU,Global/Other,2,2,-1.07843137254902,0.0,2025-03-24
2025-03-24,HU,Western,1,1,-1.5233949945593,0.0,2025-03-24
2025-03-24,IN,Global/Other,10,40,-3.3024599183036765,-0.20000000000000004,2025-03-24
2025-03-24,IR,Global/Other,4,17,-3.6355173890103774,-4.25,2025-03-24
2025-03-24,IS,Global/Other,4,5,-1.051447473577075,-4.35,2025-03-24
2025-03-24,IS,Western,1,8,-4.08997955010225,-0.4,2025-03-24
2025-03-24,JA,Global/Other,10,28,-0.8847797258781949,-1.4,2025-03-24
2025-03-24,KN,Western,1,1,-0.98765432098765,3.4,2025-03-24
2025-03-24,LE,Global/Other,1,8,-1.84696569920844,3.0,2025-03-24
2025-03-24,MC,Global/Other,1,1,0.21707670043415,-5.0,2025-03-24
2025-03-24,MX,Global/Other,4,12,-4.041461556258833,-3.45,2025-03-24
2025-03-24,MY,Global/Other,1,2,-3.10679611650486,0.0,2025-03-24
2025-03-24,PK,Global/Other,2,12,-1.03271277635196,-3.0,2025-03-24
2025-03-24,PO,Global/Other,4,14,-1.2453772778826575,1.3,2025-03-24
2025-03-24,RP,Chinese,2,3,0.469483568075111,3.0,2025-03-24
2025-03-24,RP,Global/Other,19,41,-1.1282364733010173,-1.105263157894737,2025-03-24
2025-03-24,RS,Global/Other,22,54,-0.9518673503426719,-0.6,2025-03-24
2025-03-24,RS,Western,6,20,-3.095475072092592,-0.033333333333333305,2025-03-24
2025-03-24,SA,Global/Other,1,6,-0.70671378091873,-5.0,2025-03-24
2025-03-24,SN,Global/Other,1,8,-1.7921146953405,-5.0,2025-03-24
2025-03-24,SZ,Global/Other,2,2,-2.96296296296296,-2.0,2025-03-24
2025-03-24,TD,Global/Other,1,4,1.43014301430143,3.0,2025-03-24
2025-03-24,TH,Global/Other,2,7,-4.9802371541502,0.0,2025-03-24
2025-03-24,TO,Global/Other,1,2,-3.0035335689046,3.0,2025-03-24
2025-03-24,TW,Global/Other,15,63,-2.9060168410266494,-1.0266666666666666,2025-03-24
2025-03-24,TW,Western,1,2,-3.47349177330896,0.0,2025-03-24
2025-03-24,UK,Global/Other,9,26,-0.7976922990510763,-2.255555555555555,2025-03-24
2025-03-24,UK,Western,1,2,-4.46927374301676,3.4,2025-03-24
2025-03-24,UNK,Global/Other,1,10,1.32450331125828,0.0,2025-03-24
2025-03-24,UP,Global/Other,7,27,-0.26803410820816426,-2.2857142857142856,2025-03-24
2025-03-24,US,Chinese,16,65,1.468772057926706,-1.65,2025-03-24
2025-03-24,US,Global/Other,386,1266,-2.194106167304644,-1.2751295336787565,2025-03-24
2025-03-24,US,Western,20,56,-2.5070557878995703,-0.7300000000000001,2025-03-24
2025-03-24,VE,Global/Other,7,24,-2.234247632529234,-2.4,2025-03-24
2025-03-31,AE,Global/Other,2,10,-5.52884615384616,-2.0,2025-03-31
2025-03-31,AE,Western,1,4,-0.9375,-2.0,2025-03-31
2025-03-31,AS,Global/Other,6,16,-0.680169465978805,-2.8333333333333335,2025-03-31
2025-03-31,BE,Global/Other,7,20,-2.63163437092721,-3.057142857142857,2025-03-31
2025-03-31,BF,Global/Other,1,2,-5.94900849858357,3.0,2025-03-31
2025-03-31,BO,Global/Other,1,4,-2.6595744680851,-4.0,2025-03-31
2025-03-31,BR,Global/Other,6,38,-2.0349664003571917,-0.6666666666666666,2025-03-31
2025-03-31,BX,Global/Other,3,14,-0.25523226135784,-0.3333333333333333,2025-03-31
2025-03-31,CA,Global/Other,21,47,-2.938673736306324,-1.8095238095238095,2025-03-31
2025-03-31,CA,Western,1,1,0.61349693251533,0.0,2025-03-31
2025-03-31,CB,Global/Other,4,16,0.466137935586515,-2.8000000000000003,2025-03-31
2025-03-31,CE,Global/Other,1,5,-1.67714884696017,3.0,2025-03-31
2025-03-31,CH,Chinese,24,139,-2.0130889696340892,-1.7666666666666666,2025-03-31
2025-03-31,CH,Global/Other,814,3753,-2.444095589181608,-1.4534398034398033,2025-03-31
2025-03-31,CH,Western,60,167,-2.384827621816899,-2.5516666666666667,2025-03-31
2025-03-31,CO,Global/Other,2,2,-0.31347962382445,-0.4,2025-03-31
2025-03-31,EI,Global/Other,1,1,-1.08892921960073,-7.0,2025-03-31
2025-03-31,EZ,Global/Other,1,1,-1.54277699859748,-2.0,2025-03-31
2025-03-31,FR,Global/Other,4,17,-2.8753012531445847,0.25,2025-03-31
2025-03-31,GL,Global/Other,4,17,-1.8526618976188098,2.25,2025-03-31
2025-03-31,GM,Global/Other,4,13,-3.183240204044385,-0.7000000000000002,2025-03-31
2025-03-31,GM,Western,1,2,-1.63934426229508,3.0,2025-03-31
2025-03-31,GR,Global/Other,1,2,-4.63768115942029,3.0,2025-03-31
2025-03-31,HK,Chinese,2,16,-4.17362270450751,0.4,2025-03-31
2025-03-31,HK,Global/Other,19,66,-6.070508380880468,-5.336842105263158,2025-03-31
2025-03-31,HK,Western,1,1,-8.02603036876356,-8.0,2025-03-31
2025-03-31,IN,Global/Other,19,106,-1.7341014427401256,0.14736842105263157,2025-03-31
2025-03-31,IR,Global/Other,4,11,-1.555258540281745,-2.5,2025-03-31
2025-03-31,IS,Global/Other,2,6,-2.43362831858407,-3.0,2025-03-31
2025-03-31,IT,Global/Other,2,2,-2.07792207792208,0.0,2025-03-31
2025-03-31,JA,Global/Other,9,48,-3.591782959951251,1.0,2025-03-31
2025-03-31,JM,Global/Other,1,2,-1.8348623853211,0.4,2025-03-31
2025-03-31,KN,Global/Other,3,6,-3.7332540482068333,-5.0,2025-03-31
2025-03-31,KS,Global/Other,5,22,-3.067533890458522,2.4,2025-03-31
2025-03-31,MC,Global/Other,1,1,-2.1604938271605,3.0,2025-03-31
2025-03-31,MP,Global/Other,1,2,1.79372197309417,-4.4,2025-03-31
2025-03-31,MP,Western,2,6,-1.12096725195941,-0.4,2025-03-31
2025-03-31,MX,Global/Other,13,59,-2.082852223097565,-2.5846153846153848,2025-03-31
2025-03-31,MX,Western,2,8,-4.823399558498895,-2.0,2025-03-31
2025-03-31,MY,Global/Other,1,1,-0.934579439252334,0.0,2025-03-31
2025-03-31,OS,Global/Other,1,8,-4.29338103756708,0.0,2025-03-31
2025-03-31,PK,Global/Other,2,5,-0.3125,3.0,2025-03-31
2025-03-31,PL,Global/Other,2,2,-2.35507246376812,0.0,2025-03-31
2025-03-31,PM,Global/Other,4,20,-3.4640978816775423,-2.25,2025-03-31
2025-03-31,QA,Global/Other,1,8,-0.98765432098766,3.0,2025-03-31
2025-03-31,RP,Global/Other,3,18,0.8055497807395433,-1.3333333333333333,2025-03-31
2025-03-31,RS,Global/Other,23,96,-1.5985192543581772,-1.8434782608695652,2025-03-31
2025-03-31,RS,Western,1,2,-0.85803432137285,0.4,2025-03-31
2025-03-31,SN,Global/Other,1,10,-3.20855614973262,0.0,2025-03-31
2025-03-31,SP,Global/Other,2,12,-0.248756218905475,-1.0,2025-03-31
2025-03-31,SZ,Global/Other,1,1,-7.6607387140903,-2.0,2025-03-31
2025-03-31,TH,Global/Other,4,13,-5.83072769545529,-1.325,2025-03-31
2025-03-31,TU,Global/Other,1,3,-2.5,-4.4,2025-03-31
2025-03-31,TW,Chinese,1,3,-1.5625,-7.0,2025-03-31
2025-03-31,TW,Global/Other,43,165,-3.2296717818225957,-2.7255813953488373,2025-03-31
2025-03-31,TW,Western,2,2,-5.83090379008747,-2.0,2025-03-31
2025-03-31,UK,Global/Other,5,29,-2.96963255061188,0.0,2025-03-31
2025-03-31,UK,Western,1,6,-1.32450331125827,-0.4,2025-03-31
2025-03-31,UP,Global/Other,5,13,-3.2114855501394537,-1.8800000000000001,2025-03-31
2025-03-31,UP,Western,2,3,-4.3890977443609,-2.5,2025-03-31
2025-03-31,US,Chinese,9,27,-2.54634563981188,-0.2222222222222222,2025-03-31
2025-03-31,US,Global/Other,601,2200,-2.3583810220710233,-1.5083194675540765,2025-03-31
2025-03-31,US,Western,38,116,-2.5493932471668668,-0.9394736842105263,2025-03-31
2025-03-31,VM,Global/Other,6,26,-1.0262149988720337,-0.8333333333333334,2025-03-31
2025-03-31,WS,Global/Other,4,8,-7.1969696969697345,-2.0,2025-03-31
2025-03-31,YM,Western,1,10,-1.77383592017738,0.0,2025-03-31
2025-04-07,AS,Global/Other,19,136,-2.0527534533258853,-2.0105263157894737,2025-04-07
2025-04-07,BE,Global/Other,11,44,-2.81759311479584,-1.0,2025-04-07
2025-04-07,BG,Global/Other,2,4,-1.72443376801647,-0.5,2025-04-07
2025-04-07,BR,Global/Other,4,14,-3.5248640248640246,0.30000000000000004,2025-04-07
2025-04-07,BX,Global/Other,2,4,-8.07174887892376,-7.0,2025-04-07
2025-04-07,CA,Global/Other,17,55,-1.5299075408026166,-1.447058823529412,2025-04-07
2025-04-07,CB,Global/Other,1,2,-3.5225048923679,-2.0,2025-04-07
2025-04-07,CE,Global/Other,2,13,-1.29721224559603,1.5,2025-04-07
2025-04-07,CH,Chinese,52,328,-2.580134520704145,-1.8615384615384616,2025-04-07
2025-04-07,CH,Global/Other,1649,6774,-2.9741501949237437,-1.6810187992722863,2025-04-07
2025-04-07,CH,Western,115,426,-3.045640738860168,-1.7652173913043478,2025-04-07
2025-04-07,CU,Global/Other,1,2,-5.41237113402061,-4.4,2025-04-07
2025-04-07,DA,Global/Other,2,14,-2.5896895498354198,0.0,2025-04-07
2025-04-07,EC,Global/Other,2,8,-5.70469798657718,-4.0,2025-04-07
2025-04-07,EG,Global/Other,2,8,-1.44930918595967,-2.0,2025-04-07
2025-04-07,EI,Global/Other,4,22,-1.7316191399860574,-2.6,2025-04-07
2025-04-07,FR,Chinese,2,3,-0.282260950472375,-7.2,2025-04-07
2025-04-07,FR,Global/Other,11,32,-0.5581758556219246,-1.8,2025-04-07
2025-04-07,GL,Global/Other,2,18,-3.421393029028235,-0.5,2025-04-07
2025-04-07,GM,Global/Other,7,30,-5.746524330298044,0.4571428571428572,2025-04-07
2025-04-07,GR,Global/Other,2,6,-3.3812774848757297,-3.0,2025-04-07
2025-04-07,HK,Global/Other,6,29,-2.9721183218461404,-4.5,2025-04-07
2025-04-07,HO,Global/Other,1,8,-1.85185185185186,-2.0,2025-04-07
2025-04-07,HR,Global/Other,1,8,-3.79746835443038,0.0,2025-04-07
2025-04-07,IC,Global/Other,1,4,-3.08880308880309,-4.0,2025-04-07
2025-04-07,ID,Global/Other,2,12,-1.9564425004556298,-0.8,2025-04-07
2025-04-07,IN,Global/Other,58,222,-1.9391411283592932,-0.34137931034482766,2025-04-07
2025-04-07,IR,Global/Other,9,26,-0.6149933154941256,0.4444444444444444,2025-04-07
2025-04-07,IS,Global/Other,11,25,-4.0193491115556395,-1.6090909090909093,2025-04-07
2025-04-07,IT,Global/Other,5,18,-0.88096923216045,-2.6,2025-04-07
2025-04-07,IZ,Global/Other,1,1,-4.39276485788114,0.4,2025-04-07
2025-04-07,JA,Global/Other,26,93,-3.0833488348052205,-0.7153846153846154,2025-04-07
2025-04-07,JA,Western,2,3,-2.92501301658685,3.0,2025-04-07
2025-04-07,KN,Global/Other,5,11,-3.094501334859372,-0.96,2025-04-07
2025-04-07,KS,Global/Other,6,23,-2.1453487059362195,0.8333333333333334,2025-04-07
2025-04-07,KS,Western,3,3,-2.91205359134686,2.0,2025-04-07
2025-04-07,LU,Global/Other,2,5,-4.1585174190168495,-2.0,2025-04-07
2025-04-07,ML,Global/Other,1,10,-4.83870967741936,0.0,2025-04-07
2025-04-07,MU,Global/Other,1,2,-2.05973223480947,-2.0,2025-04-07
2025-04-07,MX,Global/Other,7,23,-1.6988435478466042,-2.1142857142857143,2025-04-07
2025-04-07,MX,Western,3,6,-2.24981682394115,0.3333333333333333,2025-04-07
2025-04-07,MY,Global/Other,6,29,-1.3987607857498767,-1.0,2025-04-07
2025-04-07,NP,Global/Other,1,2,0.4,0.0,2025-04-07
2025-04-07,NZ,Global/Other,3,4,-0.6743737957610799,0.0,2025-04-07
2025-04-07,PK,Global/Other,5,23,-2.2024227771395877,-1.2,2025-04-07
2025-04-07,PL,Global/Other,7,41,-1.3929704608941471,-1.542857142857143,2025-04-07
2025-04-07,PM,Chinese,1,2,-4.0,3.0,2025-04-07
2025-04-07,PM,Global/Other,37,141,-2.529768224939273,-1.4162162162162162,2025-04-07
2025-04-07,PM,Western,1,10,-2.42718446601941,-2.0,2025-04-07
2025-04-07,PO,Global/Other,2,3,-1.608646825713015,-2.0,2025-04-07
2025-04-07,RI,Global/Other,1,10,-2.04081632653061,-4.4,2025-04-07
2025-04-07,RO,Global/Other,2,10,-2.36437937848033,1.5,2025-04-07
2025-04-07,RP,Global/Other,1,4,-1.00200400801603,-2.0,2025-04-07
2025-04-07,RS,Global/Other,47,170,-3.352941759380263,-1.65531914893617,2025-04-07
2025-04-07,RS,Western,4,8,-3.1792517386203074,-1.75,2025-04-07
2025-04-07,SA,Global/Other,1,10,-0.29761904761905,-4.4,2025-04-07
2025-04-07,SN,Global/Other,3,28,-0.9338275805545232,0.5333333333333332,2025-04-07
2025-04-07,SN,Western,1,2,-1.71370967741936,3.0,2025-04-07
2025-04-07,SP,Global/Other,14,105,-1.1249081638881575,-3.528571428571429,2025-04-07
2025-04-07,SP,Western,2,5,-1.21459227467811,-0.7000000000000002,2025-04-07
2025-04-07,SW,Global/Other,3,44,-4.1301586888994,-2.1333333333333333,2025-04-07
2025-04-07,TH,Global/Other,2,8,-3.3167495854063,-2.0,2025-04-07
2025-04-07,TU,Global/Other,2,11,0.18446450809464507,-5.7,2025-04-07
2025-04-07,TU,Western,1,2,-2.45700245700246,3.0,2025-04-07
2025-04-07,TW,Global/Other,17,75,-2.737439967956501,-0.9176470588235294,2025-04-07
2025-04-07,UK,Global/Other,15,46,-3.016796974624275,-1.8533333333333333,2025-04-07
2025-04-07,UK,Western,2,18,-4.761109924153406,1.5,2025-04-07
2025-04-07,UNK,Global/Other,1,10,0.0,-5.0,2025-04-07
2025-04-07,UP,Global/Other,34,121,-4.017745591714375,-1.188235294117647,2025-04-07
2025-04-07,UP,Western,3,7,-4.689782238464944,-3.6,2025-04-07
2025-04-07,US,Chinese,19,76,-2.3533322452568335,-1.6842105263157894,2025-04-07
2025-04-07,US,Global/Other,1202,4208,-2.835103191270969,-1.4553244592346088,2025-04-07
2025-04-07,US,Western,66,152,-2.7249686123905446,-1.7787878787878788,2025-04-07
2025-04-07,VE,Global/Other,3,16,-1.7091587939194166,-0.6666666666666666,2025-04-07
2025-04-07,VM,Chinese,1,6,-4.3343653250774,-5.0,2025-04-07
2025-04-07,VM,Global/Other,13,33,-1.413179770717017,-1.4923076923076921,2025-04-07
2025-04-07,VM,Western,1,4,0.74024226110363,0.0,2025-04-07
2025-04-07,WA,Global/Other,5,11,-2.903775752331884,-3.0,2025-04-07
2025-04-14,AE,Global/Other,6,16,-4.77273267199044,0.0,2025-04-14
2025-04-14,AR,Chinese,4,10,-4.93827160493827,-2.0,2025-04-14
2025-04-14,AR,Western,1,4,-1.42857142857143,0.0,2025-04-14
2025-04-14,AS,Global/Other,6,18,-1.7883677828573132,1.0666666666666667,2025-04-14
2025-04-14,AS,Western,6,16,-0.14832613241450998,-3.8333333333333335,2025-04-14
2025-04-14,BH,Global/Other,1,2,-2.29007633587786,3.0,2025-04-14
2025-04-14,BO,Global/Other,1,2,0.48802129547471,0.0,2025-04-14
2025-04-14,BP,Global/Other,1,1,0.0,0.4,2025-04-14
2025-04-14,BR,Global/Other,4,35,-1.7034130719237623,-2.5,2025-04-14
2025-04-14,BX,Global/Other,1,2,1.26050420168068,3.0,2025-04-14
2025-04-14,CA,Global/Other,18,81,-2.0318174650168026,-0.6666666666666666,2025-04-14
2025-04-14,CA,Western,4,7,-1.9230769230769198,-4.4,2025-04-14
2025-04-14,CB,Global/Other,11,34,-3.0147587006350807,-1.4545454545454546,2025-04-14
2025-04-14,CE,Global/Other,2,8,-2.107691773930545,-1.2,2025-04-14
2025-04-14,CH,Chinese,23,94,-4.672731642165355,-2.1652173913043478,2025-04-14
2025-04-14,CH,Global/Other,1375,6371,-2.887441074686626,-1.6162909090909092,2025-04-14
2025-04-14,CH,Western,90,294,-2.5371289050918175,-2.562222222222222,2025-04-14
2025-04-14,DA,Global/Other,2,14,0.862081620669405,-3.5,2025-04-14
2025-04-14,DJ,Global/Other,8,40,-3.9042139166042613,-2.0,2025-04-14
2025-04-14,DJ,Western,1,4,-5.04201680672269,-2.0,2025-04-14
2025-04-14,EG,Global/Other,1,3,0.32502708559047,0.0,2025-04-14
2025-04-14,FI,Global/Other,1,5,5.26315789473684,-2.0,2025-04-14
2025-04-14,FR,Global/Other,7,36,-0.7578874794525626,-3.1999999999999997,2025-04-14
2025-04-14,FR,Western,1,8,-3.58565737051793,-2.0,2025-04-14
2025-04-14,GM,Global/Other,3,18,-1.9081439393939401,-0.4000000000000001,2025-04-14
2025-04-14,GQ,Global/Other,2,11,-3.852127990059025,-4.0,2025-04-14
2025-04-14,GR,Global/Other,4,15,0.33942516469010997,-0.25,2025-04-14
2025-04-14,HK,Chinese,1,5,-4.22535211267606,-4.4,2025-04-14
2025-04-14,HK,Global/Other,15,57,-3.514491076908113,-1.2,2025-04-14
2025-04-14,HU,Global/Other,1,1,-1.11191335740072,-0.4,2025-04-14
2025-04-14,ID,Global/Other,5,19,-3.0494893502498157,-2.08,2025-04-14
2025-04-14,ID,Western,3,5,-1.49841915540609,-2.6666666666666665,2025-04-14
2025-04-14,IN,Global/Other,23,124,-1.8120831604225045,-0.7130434782608697,2025-04-14
2025-04-14,IR,Global/Other,19,75,-4.756264588592114,-3.2842105263157895,2025-04-14
2025-04-14,IS,Global/Other,3,13,-4.921992367123623,-0.3333333333333333,2025-04-14
2025-04-14,IT,Global/Other,4,21,0.3150286060902998,0.25,2025-04-14
2025-04-14,IZ,Global/Other,1,2,4.93827160493827,3.0,2025-04-14
2025-04-14,JA,Global/Other,17,66,-1.0415030497665165,-0.9352941176470588,2025-04-14
2025-04-14,JA,Western,5,7,-0.12537349838404593,-2.0,2025-04-14
2025-04-14,JO,Global/Other,1,2,-2.4,-0.4,2025-04-14
2025-04-14,KN,Global/Other,1,2,-0.76628352490421,-4.4,2025-04-14
2025-04-14,KS,Global/Other,6,14,-0.341921766508755,1.4833333333333334,2025-04-14
2025-04-14,LU,Global/Other,1,1,0.68728522336769,0.0,2025-04-14
2025-04-14,LY,Global/Other,1,2,1.08864696734059,-0.4,2025-04-14
2025-04-14,MC,Global/Other,4,10,-9.289000046523377,-3.2,2025-04-14
2025-04-14,MX,Chinese,1,1,-2.72034820457018,0.4,2025-04-14
2025-04-14,MX,Global/Other,3,10,-0.9080047789725167,-0.3333333333333333,2025-04-14
2025-04-14,MY,Global/Other,2,4,-2.6615969581749,-1.8,2025-04-14
2025-04-14,NL,Global/Other,3,10,-2.3347719387323367,0.3333333333333333,2025-04-14
2025-04-14,NS,Global/Other,2,8,-2.3076923076923,-2.0,2025-04-14
2025-04-14,NU,Global/Other,1,1,-4.09556313993174,-0.4,2025-04-14
2025-04-14,PE,Global/Other,2,2,-0.06172839506173,3.0,2025-04-14
2025-04-14,PM,Global/Other,6,15,-0.6944675807863318,-0.9333333333333332,2025-04-14
2025-04-14,PP,Global/Other,3,6,-1.02766798418972,0.6666666666666666,2025-04-14
2025-04-14,QA,Global/Other,1,2,0.73099415204679,3.0,2025-04-14
2025-04-14,RP,Global/Other,2,2,-2.83185840707964,-2.0,2025-04-14
2025-04-14,RS,Global/Other,31,94,-2.0046234602180397,-1.2838709677419355,2025-04-14
2025-04-14,RS,Western,2,6,-2.3015176219741598,-1.0,2025-04-14
2025-04-14,SA,Chinese,1,3,-0.30959752321981,0.0,2025-04-14
2025-04-14,SA,Global/Other,2,10,-1.8450184501845,3.0,2025-04-14
2025-04-14,SF,Global/Other,3,10,-5.417404354998681,-3.3333333333333335,2025-04-14
2025-04-14,SN,Global/Other,4,15,-0.5581980185348825,-1.35,2025-04-14
2025-04-14,SZ,Global/Other,1,10,0.60790273556231,-5.0,2025-04-14
2025-04-14,TH,Global/Other,8,26,-2.2025891962861,-0.875,2025-04-14
2025-04-14,TU,Global/Other,1,2,-2.5,-2.0,2025-04-14
2025-04-14,TW,Global/Other,15,38,-2.9100564857154056,-2.1733333333333333,2025-04-14
2025-04-14,TW,Western,1,1,-0.1085776330076,3.0,2025-04-14
2025-04-14,UK,Global/Other,14,86,-1.166478748481053,-1.5285714285714285,2025-04-14
2025-04-14,UK,Western,4,6,-0.8844422964204823,-1.5,2025-04-14
2025-04-14,UNK,Chinese,1,10,2.07253886010362,0.0,2025-04-14
2025-04-14,UP,Global/Other,9,36,-7.206758087114584,-6.333333333333333,2025-04-14
2025-04-14,US,Chinese,19,69,-4.241176265739912,-2.289473684210526,2025-04-14
2025-04-14,US,Global/Other,864,3189,-2.586116968469136,-1.329398148148148,2025-04-14
2025-04-14,US,Western,55,143,-1.9292477532152503,-0.9963636363636365,2025-04-14
2025-04-14,VE,Global/Other,1,2,-9.2558983666062,-5.0,2025-04-14
2025-04-14,VM,Global/Other,9,32,-1.6245358430762133,-0.8444444444444444,2025-04-14
2025-04-14,VM,Western,3,5,-0.3310575273654634,1.3333333333333333,2025-04-14
2025-04-14,WS,Global/Other,2,2,0.0,0.0,2025-04-14
2025-04-14,YM,Global/Other,10,36,-3.719594102495462,-2.0,2025-04-14
2025-04-21,AE,Global/Other,2,4,-6.75105485232067,0.0,2025-04-21
2025-04-21,AJ,Global/Other,2,12,2.4409105856154696,-2.2,2025-04-21
2025-04-21,AR,Global/Other,2,11,0.69231321452287,1.9,2025-04-21
2025-04-21,AS,Global/Other,3,11,-1.4484219049293934,-0.13333333333333333,2025-04-21
2025-04-21,AU,Global/Other,1,8,0.18331805682859,-2.0,2025-04-21
2025-04-21,BO,Global/Other,1,1,-4.1421856639248,-4.0,2025-04-21
2025-04-21,BR,Global/Other,6,18,-1.199910333124275,-2.066666666666667,2025-04-21
2025-04-21,BX,Western,1,2,-2.36220472440945,-0.4,2025-04-21
2025-04-21,CA,Global/Other,10,44,-1.987802241718671,-2.58,2025-04-21
2025-04-21,CA,Western,1,1,-0.9840098400984,0.0,2025-04-21
2025-04-21,CE,Global/Other,1,4,-2.67629614992109,-0.4,2025-04-21
2025-04-21,CG,Global/Other,1,2,-1.58550396375991,-4.4,2025-04-21
2025-04-21,CH,Chinese,32,170,-3.689907265477448,-2.3,2025-04-21
2025-04-21,CH,Global/Other,1076,4741,-2.360317165842604,-1.3475836431226766,2025-04-21
2025-04-21,CH,Western,62,217,-2.6089274065788337,-1.1935483870967742,2025-04-21
2025-04-21,DJ,Global/Other,2,12,-3.60189735189735,-3.2,2025-04-21
2025-04-21,EG,Global/Other,1,1,1.06382978723404,0.0,2025-04-21
2025-04-21,EI,Global/Other,1,1,-4.61095100864553,0.0,2025-04-21
2025-04-21,ET,Global/Other,2,8,1.721038073543765,-2.0,2025-04-21
2025-04-21,FR,Global/Other,5,26,-3.94381425026586,-1.0,2025-04-21
2025-04-21,GM,Chinese,1,8,-0.63694267515924,3.0,2025-04-21
2025-04-21,GM,Global/Other,8,37,-2.2009051031009537,0.0,2025-04-21
2025-04-21,GQ,Global/Other,3,5,-3.6564375511402765,-4.0,2025-04-21
2025-04-21,GZ,Global/Other,1,6,-3.88978930307941,0.0,2025-04-21
2025-04-21,HK,Chinese,5,17,-8.240174091141833,-7.2,2025-04-21
2025-04-21,HK,Global/Other,19,64,-7.627635248230748,-3.8947368421052633,2025-04-21
2025-04-21,HU,Global/Other,1,10,1.14503816793893,-2.0,2025-04-21
2025-04-21,ID,Global/Other,7,55,-1.205613453978046,-3.857142857142857,2025-04-21
2025-04-21,IN,Global/Other,33,145,-1.9541054966253766,-0.4727272727272727,2025-04-21
2025-04-21,IN,Western,3,5,-0.60240963855421,-1.9333333333333336,2025-04-21
2025-04-21,IR,Global/Other,9,38,-1.1803823244272311,-3.4000000000000004,2025-04-21
2025-04-21,IR,Western,2,2,-4.3951769739401,-8.0,2025-04-21
2025-04-21,IS,Global/Other,8,29,-1.6762551477787149,-2.45,2025-04-21
2025-04-21,IS,Western,1,1,-4.34782608695652,3.4,2025-04-21
2025-04-21,IT,Global/Other,7,34,-2.2676070432086872,-2.2857142857142856,2025-04-21
2025-04-21,IT,Western,1,5,-1.78282009724473,0.0,2025-04-21
2025-04-21,IZ,Global/Other,2,2,-3.4300127080556697,-0.8,2025-04-21
2025-04-21,JA,Chinese,1,4,-2.28571428571429,-5.0,2025-04-21
2025-04-21,JA,Global/Other,19,78,-1.280663907299429,-0.7578947368421053,2025-04-21
2025-04-21,JA,Western,2,2,-1.618389047006855,0.0,2025-04-21
2025-04-21,KS,Global/Other,6,26,-2.078101241240278,-1.5666666666666667,2025-04-21
2025-04-21,KZ,Global/Other,4,30,-3.1787393875946197,-2.15,2025-04-21
2025-04-21,LO,Global/Other,2,5,-0.19512195121951,-2.0,2025-04-21
2025-04-21,MT,Global/Other,1,1,-0.13157894736842,-0.4,2025-04-21
2025-04-21,MX,Chinese,2,3,-2.30326295585412,0.4,2025-04-21
2025-04-21,MX,Global/Other,1,2,-2.09205020920502,0.0,2025-04-21
2025-04-21,MX,Western,1,1,-4.0948275862069,0.4,2025-04-21
2025-04-21,MY,Global/Other,8,61,-2.93491655993543,-3.4000000000000004,2025-04-21
2025-04-21,NI,Global/Other,2,9,-3.56477166821995,0.5,2025-04-21
2025-04-21,NO,Global/Other,3,5,-1.9548984633061266,-0.3333333333333333,2025-04-21
2025-04-21,NR,Global/Other,2,7,-2.42130750605327,0.0,2025-04-21
2025-04-21,NZ,Global/Other,1,6,-2.60723296888141,0.0,2025-04-21
2025-04-21,PK,Global/Other,7,25,-0.2893659377504814,-2.257142857142857,2025-04-21
2025-04-21,PM,Global/Other,7,15,-2.2840337995235926,-1.2285714285714284,2025-04-21
2025-04-21,RB,Global/Other,1,1,-7.26429675425038,-5.0,2025-04-21
2025-04-21,RO,Global/Other,2,16,0.19363519363519,-0.4,2025-04-21
